,timestamp,open,high,low,close,volume
105,2024-03-18 10:45:00,72800,72800,72700,72700,6825
106,2024-03-18 10:46:00,72800,72800,72700,72700,6634
107,2024-03-18 10:47:00,72700,72800,72700,72800,13273
108,2024-03-18 10:48:00,72800,72800,72700,72800,8106
109,2024-03-18 10:49:00,72700,72800,72700,72800,6484
110,2024-03-18 10:50:00,72700,72800,72700,72700,7504
111,2024-03-18 10:51:00,72800,72800,72600,72600,107474
112,2024-03-18 10:52:00,72600,72700,72600,72600,10483
113,2024-03-18 10:53:00,72600,72700,72600,72700,6572
114,2024-03-18 10:54:00,72600,72700,72600,72700,14482
115,2024-03-18 10:55:00,72600,72700,72600,72700,9772
116,2024-03-18 10:56:00,72600,72700,72600,72700,20086
117,2024-03-18 10:57:00,72600,72700,72600,72700,10484
118,2024-03-18 10:58:00,72600,72700,72600,72700,13737
119,2024-03-18 10:59:00,72700,72700,72600,72600,8904
120,2024-03-18 11:00:00,72700,72700,72600,72600,9982
121,2024-03-18 11:01:00,72600,72700,72600,72700,20521
122,2024-03-18 11:02:00,72600,72700,72600,72700,11369
123,2024-03-18 11:03:00,72600,72700,72600,72700,31971
124,2024-03-18 11:04:00,72700,72700,72600,72600,10755
125,2024-03-18 11:05:00,72600,72700,72500,72600,173217
126,2024-03-18 11:06:00,72600,72600,72500,72500,11516
127,2024-03-18 11:07:00,72500,72600,72500,72500,13456
128,2024-03-18 11:08:00,72500,72600,72500,72500,14440
129,2024-03-18 11:09:00,72500,72600,72500,72500,20604
130,2024-03-18 11:10:00,72600,72600,72500,72600,16363
131,2024-03-18 11:11:00,72500,72600,72500,72500,11852
132,2024-03-18 11:12:00,72600,72600,72500,72500,15984
133,2024-03-18 11:13:00,72500,72600,72500,72600,12050
134,2024-03-18 11:14:00,72500,72600,72500,72500,9460
135,2024-03-18 11:15:00,72600,72600,72500,72600,8544
136,2024-03-18 11:16:00,72600,72600,72500,72600,7931
137,2024-03-18 11:17:00,72500,72600,72500,72500,10547
138,2024-03-18 11:18:00,72600,72600,72500,72500,9892
139,2024-03-18 11:19:00,72500,72600,72500,72500,7750
140,2024-03-18 11:20:00,72600,72600,72500,72500,10603
141,2024-03-18 11:21:00,72500,72600,72500,72600,29523
142,2024-03-18 11:22:00,72500,72600,72500,72600,9450
143,2024-03-18 11:23:00,72600,72600,72500,72600,11486
144,2024-03-18 11:24:00,72600,72600,72500,72600,9513
145,2024-03-18 11:25:00,72500,72600,72500,72600,12958
146,2024-03-18 11:26:00,72500,72600,72500,72500,26701
147,2024-03-18 11:27:00,72500,72600,72500,72500,7229
148,2024-03-18 11:28:00,72500,72600,72500,72500,8308
149,2024-03-18 11:29:00,72500,72600,72500,72600,10813
150,2024-03-18 11:30:00,72500,72600,72500,72500,10523
151,2024-03-18 11:31:00,72500,72600,72500,72600,10396
152,2024-03-18 11:32:00,72600,72600,72500,72600,13548
153,2024-03-18 11:33:00,72600,72600,72500,72600,11706
154,2024-03-18 11:34:00,72600,72600,72500,72600,9856
155,2024-03-18 11:35:00,72600,72600,72500,72500,8388
156,2024-03-18 11:36:00,72600,72700,72500,72700,183429
157,2024-03-18 11:37:00,72700,72700,72600,72700,3800
158,2024-03-18 11:38:00,72600,72700,72600,72700,6440
159,2024-03-18 11:39:00,72700,72700,72600,72700,7836
160,2024-03-18 11:40:00,72600,72700,72600,72700,8490
161,2024-03-18 11:41:00,72600,72700,72600,72600,8698
162,2024-03-18 11:42:00,72600,72700,72600,72600,14907
163,2024-03-18 11:43:00,72700,72700,72500,72500,200569
164,2024-03-18 11:44:00,72600,72700,72500,72600,21066
165,2024-03-18 11:45:00,72600,72700,72500,72600,61627
166,2024-03-18 11:46:00,72600,72700,72600,72600,4734
167,2024-03-18 11:47:00,72600,72700,72600,72700,5525
168,2024-03-18 11:48:00,72700,72700,72600,72600,9316
169,2024-03-18 11:49:00,72700,72700,72600,72600,8327
170,2024-03-18 11:50:00,72600,72700,72600,72600,7528
171,2024-03-18 11:51:00,72700,72700,72600,72600,6363
172,2024-03-18 11:52:00,72700,72700,72600,72600,7991
173,2024-03-18 11:53:00,72700,72700,72600,72600,6005
174,2024-03-18 11:54:00,72600,72700,72600,72700,9431
175,2024-03-18 11:55:00,72700,72700,72600,72600,8301
176,2024-03-18 11:56:00,72600,72700,72600,72700,9711
177,2024-03-18 11:57:00,72700,72700,72600,72600,9953
178,2024-03-18 11:58:00,72600,72700,72600,72700,11718
179,2024-03-18 11:59:00,72600,72700,72600,72700,8655
180,2024-03-18 12:00:00,72600,72700,72600,72600,8914
181,2024-03-18 12:01:00,72700,72700,72600,72600,9110
182,2024-03-18 12:02:00,72600,72700,72600,72700,13463
183,2024-03-18 12:03:00,72700,72700,72600,72700,16236
184,2024-03-18 12:04:00,72700,72700,72600,72700,57983
185,2024-03-18 12:05:00,72700,72800,72600,72600,68198
186,2024-03-18 12:06:00,72600,72700,72600,72600,7937
187,2024-03-18 12:07:00,72600,72700,72600,72700,7846
188,2024-03-18 12:08:00,72700,72700,72600,72700,8515
189,2024-03-18 12:09:00,72700,72700,72600,72600,7865
190,2024-03-18 12:10:00,72700,72700,72600,72700,4476
191,2024-03-18 12:11:00,72600,72700,72600,72700,8384
192,2024-03-18 12:12:00,72700,72700,72600,72600,16473
193,2024-03-18 12:13:00,72700,72700,72600,72600,5639
194,2024-03-18 12:14:00,72600,72700,72600,72600,7561
195,2024-03-18 12:15:00,72600,72700,72600,72600,13758
196,2024-03-18 12:16:00,72700,72800,72600,72600,94444
197,2024-03-18 12:17:00,72600,72700,72600,72600,5178
198,2024-03-18 12:18:00,72600,72800,72600,72700,77148
199,2024-03-18 12:19:00,72700,72700,72600,72600,4361
200,2024-03-18 12:20:00,72600,72700,72600,72700,5122
201,2024-03-18 12:21:00,72700,72700,72600,72700,6995
202,2024-03-18 12:22:00,72600,72700,72600,72700,7837
203,2024-03-18 12:23:00,72700,72700,72600,72700,8065
204,2024-03-18 12:24:00,72700,72700,72600,72700,11036
205,2024-03-18 12:25:00,72600,72700,72600,72700,10133
206,2024-03-18 12:26:00,72600,72700,72600,72600,10777
207,2024-03-18 12:27:00,72700,72700,72600,72700,9361
208,2024-03-18 12:28:00,72700,72700,72600,72700,8403
209,2024-03-18 12:29:00,72600,72700,72600,72600,6299
210,2024-03-18 12:30:00,72700,72700,72600,72700,8541
211,2024-03-18 12:31:00,72600,72700,72600,72700,8422
212,2024-03-18 12:32:00,72600,72700,72600,72700,15661
213,2024-03-18 12:33:00,72600,72700,72600,72700,11198
214,2024-03-18 12:34:00,72700,72700,72600,72700,9009
215,2024-03-18 12:35:00,72600,72700,72600,72600,14645
216,2024-03-18 12:36:00,72700,72700,72600,72700,8952
217,2024-03-18 12:37:00,72700,72700,72600,72600,12921
218,2024-03-18 12:38:00,72700,72700,72600,72600,10806
219,2024-03-18 12:39:00,72700,72700,72600,72600,31191
220,2024-03-18 12:40:00,72700,72700,72600,72600,7543
221,2024-03-18 12:41:00,72700,72700,72600,72600,8199
222,2024-03-18 12:42:00,72700,72700,72600,72700,12210
223,2024-03-18 12:43:00,72600,72700,72600,72600,15044
224,2024-03-18 12:44:00,72600,72700,72600,72600,15328
225,2024-03-18 12:45:00,72700,72700,72600,72700,8158
226,2024-03-18 12:46:00,72600,72700,72600,72700,9214
227,2024-03-18 12:47:00,72700,72700,72600,72700,7762
228,2024-03-18 12:48:00,72700,72700,72600,72700,8273
229,2024-03-18 12:49:00,72700,72700,72600,72600,10149
230,2024-03-18 12:50:00,72700,72700,72600,72700,8427
231,2024-03-18 12:51:00,72600,72700,72600,72600,7303
232,2024-03-18 12:52:00,72600,72700,72600,72600,12125
233,2024-03-18 12:53:00,72600,72700,72600,72700,13968
234,2024-03-18 12:54:00,72700,72700,72600,72700,8281
235,2024-03-18 12:55:00,72600,72700,72600,72600,8627
236,2024-03-18 12:56:00,72600,72700,72600,72700,9742
237,2024-03-18 12:57:00,72600,72700,72600,72700,7900
238,2024-03-18 12:58:00,72600,72700,72600,72700,9732
239,2024-03-18 12:59:00,72600,72700,72600,72700,11546
240,2024-03-18 13:00:00,72700,72700,72600,72600,10446
241,2024-03-18 13:01:00,72600,72700,72600,72700,14308
242,2024-03-18 13:02:00,72600,72700,72600,72700,12846
243,2024-03-18 13:03:00,72600,72700,72600,72600,7079
244,2024-03-18 13:04:00,72600,72800,72600,72800,186476
245,2024-03-18 13:05:00,72700,72800,72600,72700,38844
246,2024-03-18 13:06:00,72700,72700,72600,72700,26821
247,2024-03-18 13:07:00,72700,72800,72600,72800,93057
248,2024-03-18 13:08:00,72700,72800,72700,72700,3017
249,2024-03-18 13:09:00,72800,72800,72700,72700,5248
250,2024-03-18 13:10:00,72800,72800,72600,72700,91541
251,2024-03-18 13:11:00,72800,72800,72700,72800,9339
252,2024-03-18 13:12:00,72800,72800,72700,72800,5483
253,2024-03-18 13:13:00,72800,72800,72700,72800,4598
254,2024-03-18 13:14:00,72700,72800,72700,72700,7139
255,2024-03-18 13:15:00,72700,72800,72700,72800,15387
256,2024-03-18 13:16:00,72800,72800,72700,72800,4140
257,2024-03-18 13:17:00,72800,72800,72700,72700,8249
258,2024-03-18 13:18:00,72700,72800,72700,72700,9775
259,2024-03-18 13:19:00,72700,72800,72700,72700,7477
260,2024-03-18 13:20:00,72700,72800,72700,72800,8618
261,2024-03-18 13:21:00,72700,72800,72700,72700,14256
262,2024-03-18 13:22:00,72700,72800,72700,72700,19466
263,2024-03-18 13:23:00,72700,72800,72700,72700,7686
264,2024-03-18 13:24:00,72800,72800,72700,72700,9434
265,2024-03-18 13:25:00,72700,72800,72700,72800,5545
266,2024-03-18 13:26:00,72800,72800,72700,72800,19455
267,2024-03-18 13:27:00,72700,72900,72700,72800,208784
268,2024-03-18 13:28:00,72800,72800,72700,72700,6455
269,2024-03-18 13:29:00,72700,72800,72700,72700,45315
270,2024-03-18 13:30:00,72700,72800,72700,72800,9502
271,2024-03-18 13:31:00,72800,72800,72700,72700,4114
272,2024-03-18 13:32:00,72700,72800,72700,72800,6496
273,2024-03-18 13:33:00,72800,72800,72700,72800,7834
274,2024-03-18 13:34:00,72800,72800,72700,72800,4959
275,2024-03-18 13:35:00,72700,72800,72700,72700,7586
276,2024-03-18 13:36:00,72800,72800,72700,72700,7316
277,2024-03-18 13:37:00,72700,72800,72700,72700,8830
278,2024-03-18 13:38:00,72700,72800,72700,72800,8373
279,2024-03-18 13:39:00,72800,72800,72700,72700,12499
280,2024-03-18 13:40:00,72700,72800,72700,72700,9859
281,2024-03-18 13:41:00,72700,72800,72700,72700,12513
282,2024-03-18 13:42:00,72700,72800,72700,72700,14566
283,2024-03-18 13:43:00,72700,72800,72700,72700,21383
284,2024-03-18 13:44:00,72800,72800,72700,72700,14483
285,2024-03-18 13:45:00,72700,72800,72700,72700,11439
286,2024-03-18 13:46:00,72800,72800,72700,72700,13986
287,2024-03-18 13:47:00,72700,72800,72700,72700,12707
288,2024-03-18 13:48:00,72700,72800,72700,72700,10267
289,2024-03-18 13:49:00,72800,72800,72700,72700,13319
290,2024-03-18 13:50:00,72700,72800,72700,72700,22613
291,2024-03-18 13:51:00,72800,72800,72700,72800,13724
292,2024-03-18 13:52:00,72700,72800,72700,72700,9739
293,2024-03-18 13:53:00,72800,72800,72700,72700,15751
294,2024-03-18 13:54:00,72700,72800,72700,72700,239885
295,2024-03-18 13:55:00,72700,72800,72700,72800,9051
296,2024-03-18 13:56:00,72700,72800,72700,72700,13877
297,2024-03-18 13:57:00,72800,72800,72700,72800,8021
298,2024-03-18 13:58:00,72700,72800,72700,72800,11480
299,2024-03-18 13:59:00,72700,72800,72700,72700,13679
300,2024-03-18 14:00:00,72700,72800,72700,72700,13256
301,2024-03-18 14:01:00,72700,72800,72700,72700,14470
302,2024-03-18 14:02:00,72800,72800,72700,72800,20998
303,2024-03-18 14:03:00,72800,72900,72800,72900,137429
304,2024-03-18 14:04:00,72900,72900,72800,72900,14114
305,2024-03-18 14:05:00,72800,72900,72800,72800,194193
306,2024-03-18 14:06:00,72900,72900,72800,72800,15305
307,2024-03-18 14:07:00,72900,72900,72800,72800,6606
308,2024-03-18 14:08:00,72900,72900,72800,72900,10636
309,2024-03-18 14:09:00,72800,72900,72800,72800,9053
310,2024-03-18 14:10:00,72800,72900,72800,72800,5775
311,2024-03-18 14:11:00,72900,72900,72800,72800,6496
312,2024-03-18 14:12:00,72900,72900,72800,72800,9162
313,2024-03-18 14:13:00,72900,72900,72800,72900,11056
314,2024-03-18 14:14:00,72900,72900,72800,72800,9148
315,2024-03-18 14:15:00,72800,72900,72800,72800,10871
316,2024-03-18 14:16:00,72900,72900,72800,72900,18144
317,2024-03-18 14:17:00,72900,72900,72800,72900,10003
318,2024-03-18 14:18:00,72800,72900,72800,72800,14133
319,2024-03-18 14:19:00,72900,72900,72800,72900,12858
320,2024-03-18 14:20:00,72900,72900,72800,72900,13738
321,2024-03-18 14:21:00,72800,72900,72800,72800,15322
322,2024-03-18 14:22:00,72900,72900,72800,72800,8662
323,2024-03-18 14:23:00,72900,72900,72800,72900,36414
324,2024-03-18 14:24:00,72900,73000,72800,73000,182997
325,2024-03-18 14:25:00,73000,73000,72900,72900,19894
326,2024-03-18 14:26:00,72900,73000,72900,72900,9875
327,2024-03-18 14:27:00,73000,73000,72900,72900,9210
328,2024-03-18 14:28:00,72900,73000,72900,73000,21837
329,2024-03-18 14:29:00,73000,73000,72900,73000,12860
330,2024-03-18 14:30:00,73000,73000,72900,72900,18106
331,2024-03-18 14:31:00,72900,73000,72900,72900,11037
332,2024-03-18 14:32:00,72900,73000,72900,72900,11919
333,2024-03-18 14:33:00,73000,73000,72900,73000,17008
334,2024-03-18 14:34:00,72900,73000,72900,72900,19779
335,2024-03-18 14:35:00,73000,73000,72900,73000,16487
336,2024-03-18 14:36:00,73000,73000,72900,73000,41727
337,2024-03-18 14:37:00,72900,73000,72900,73000,183041
338,2024-03-18 14:38:00,73000,73000,72900,73000,10802
339,2024-03-18 14:39:00,72900,73000,72900,73000,10144
340,2024-03-18 14:40:00,73000,73000,72900,72900,9632
341,2024-03-18 14:41:00,72900,73000,72900,73000,9285
342,2024-03-18 14:42:00,72900,73000,72900,72900,8915
343,2024-03-18 14:43:00,72900,73000,72900,73000,11129
344,2024-03-18 14:44:00,72900,73000,72900,73000,12090
345,2024-03-18 14:45:00,72900,73000,72900,72900,14685
346,2024-03-18 14:46:00,72900,73000,72900,73000,12734
347,2024-03-18 14:47:00,72900,73000,72900,72900,17942
348,2024-03-18 14:48:00,73000,73000,72900,72900,17398
349,2024-03-18 14:49:00,72900,73000,72900,73000,17474
350,2024-03-18 14:50:00,73000,73000,72900,73000,26982
351,2024-03-18 14:51:00,73000,73000,72900,73000,19395
352,2024-03-18 14:52:00,73000,73000,72900,72900,17846
353,2024-03-18 14:53:00,72900,73000,72900,72900,21737
354,2024-03-18 14:54:00,72900,73000,72900,72900,19048
355,2024-03-18 14:55:00,72900,73000,72900,73000,34126
356,2024-03-18 14:56:00,73000,73000,72900,72900,26795
357,2024-03-18 14:57:00,72900,73000,72900,73000,121241
358,2024-03-18 14:58:00,73000,73000,72800,72800,194493
359,2024-03-18 14:59:00,72800,72900,72800,72800,31809
360,2024-03-18 15:00:00,72900,72900,72800,72800,15000
361,2024-03-18 15:01:00,72900,72900,72800,72800,22256
362,2024-03-18 15:02:00,72900,72900,72800,72900,16530
363,2024-03-18 15:03:00,72900,72900,72800,72900,14925
364,2024-03-18 15:04:00,72900,72900,72800,72900,17153
365,2024-03-18 15:05:00,72800,72900,72800,72800,15436
366,2024-03-18 15:06:00,72900,72900,72800,72800,22281
367,2024-03-18 15:07:00,72900,72900,72800,72800,18246
368,2024-03-18 15:08:00,72900,72900,72800,72800,13969
369,2024-03-18 15:09:00,72900,72900,72800,72800,13730
370,2024-03-18 15:10:00,72900,72900,72800,72900,16099
371,2024-03-18 15:11:00,72900,72900,72800,72900,14626
372,2024-03-18 15:12:00,72900,72900,72800,72800,18959
373,2024-03-18 15:13:00,72900,72900,72800,72800,18736
374,2024-03-18 15:14:00,72900,72900,72800,72900,22004
375,2024-03-18 15:15:00,72900,72900,72800,72900,24208
376,2024-03-18 15:16:00,72900,72900,72800,72800,38710
377,2024-03-18 15:17:00,72800,72900,72800,72900,24571
378,2024-03-18 15:18:00,72900,72900,72800,72800,30718
379,2024-03-18 15:19:00,72800,72900,72800,72800,225983
380,2024-03-18 15:20:00,72800,72800,72800,72800,0
381,2024-03-18 15:21:00,72800,72800,72800,72800,0
382,2024-03-18 15:22:00,72800,72800,72800,72800,0
383,2024-03-18 15:23:00,72800,72800,72800,72800,0
384,2024-03-18 15:24:00,72800,72800,72800,72800,0
385,2024-03-18 15:25:00,72800,72800,72800,72800,0
386,2024-03-18 15:26:00,72800,72800,72800,72800,0
387,2024-03-18 15:27:00,72800,72800,72800,72800,0
388,2024-03-18 15:28:00,72800,72800,72800,72800,0
389,2024-03-18 15:29:00,72800,72800,72800,72800,0
390,2024-03-18 15:30:00,72800,72800,72800,72800,1885496
